Source	Target	Weight
Richard de Hoggesshawe	John de Logwardyn	1
Richard de Hoggesshawe	John de la Barewe	1
Richard de Hoggesshawe	Henry le Yonge	2
John de Wythynton	John de Logwardyn	1
John de Wythynton	John de la Barewe	1
John de Wythynton	Henry le Yonge	1
John de Logwardyn	John de la Barewe	1
John de Logwardyn	Henry le Yonge	1
John de la Barewe	Henry le Yonge	1
Hereford	Bole	1
Hereford	St. Ethelbert of Hereford	1
Hereford	Eleanor le Yonge	1
dean and chapter of Hereford	Bole	1
dean and chapter of Hereford	St. Ethelbert of Hereford	1
dean and chapter of Hereford	Eleanor le Yonge	1
Logwardyn	Bole	1
Logwardyn	St. Ethelbert of Hereford	1
Logwardyn	Eleanor le Yonge	1
Wythynton	Bole	1
Wythynton	St. Ethelbert of Hereford	1
Wythynton	Eleanor le Yonge	1
Lanton	Bole	1
Lanton	St. Ethelbert of Hereford	1
Lanton	Eleanor le Yonge	1
Bole	Hugh de Lanton	1
Bole	St. Ethelbert of Hereford	1
Bole	Hoggesshawe	1
Bole	Eleanor le Yonge	1
Bole	John le Bole	1
Bole	la Barewe	1
Bole	Pyon Canonicorum	1
Bole	Henry le Yonge	1
Hugh de Lanton	St. Ethelbert of Hereford	1
Hugh de Lanton	Eleanor le Yonge	1
St. Ethelbert of Hereford	Hoggesshawe	1
St. Ethelbert of Hereford	Eleanor le Yonge	1
St. Ethelbert of Hereford	John le Bole	1
St. Ethelbert of Hereford	la Barewe	1
St. Ethelbert of Hereford	Pyon Canonicorum	1
St. Ethelbert of Hereford	Henry le Yonge	1
Hoggesshawe	Eleanor le Yonge	1
Eleanor le Yonge	John le Bole	1
Eleanor le Yonge	la Barewe	1
Eleanor le Yonge	Pyon Canonicorum	1
Eleanor le Yonge	Henry le Yonge	1
Brember	Penres	2
Brember	Brewos	2
Brember	Adam Knoyl	1
Brember	Ia Bere	1
Brember	Gower	2
Brember	Roilly	2
Brember	Peter Knoyl	2
Brember	Ostrem	1
Brember	William Knoyl	2
Brember	Richard Hakelute	1
Brember	William de Brewos	2
Brember	Robert de Penres	2
Brember	John Iweyn	2
Brember	Devyd de Ia Bere	1
Brember	Robert Knoyl	1
Penres	Brewos	2
Penres	Adam Knoyl	1
Penres	Ia Bere	1
Penres	Gower	2
Penres	Roilly	2
Penres	Peter Knoyl	2
Penres	Ostrem	1
Penres	William Knoyl	2
Penres	Richard Hakelute	1
Penres	William de Brewos	2
Penres	Robert de Penres	2
Penres	John Iweyn	2
Penres	Devyd de Ia Bere	1
Penres	Robert Knoyl	1
Brewos	Adam Knoyl	1
Brewos	Ia Bere	1
Brewos	Gower	2
Brewos	Roilly	2
Brewos	Peter Knoyl	2
Brewos	Ostrem	1
Brewos	William Knoyl	2
Brewos	Richard Hakelute	1
Brewos	William de Brewos	2
Brewos	Robert de Penres	2
Brewos	John Iweyn	2
Brewos	Devyd de Ia Bere	1
Brewos	Robert Knoyl	1
Adam Knoyl	Ia Bere	1
Adam Knoyl	Gower	1
Adam Knoyl	Roilly	1
Adam Knoyl	Peter Knoyl	1
Adam Knoyl	Ostrem	1
Adam Knoyl	William Knoyl	1
Adam Knoyl	Richard Hakelute	1
Adam Knoyl	William de Brewos	1
Adam Knoyl	Robert de Penres	1
Adam Knoyl	John Iweyn	1
Adam Knoyl	Devyd de Ia Bere	1
Adam Knoyl	Robert Knoyl	1
Ia Bere	Gower	1
Ia Bere	Roilly	1
Ia Bere	Peter Knoyl	1
Ia Bere	Ostrem	1
Ia Bere	William Knoyl	1
Ia Bere	Richard Hakelute	1
Ia Bere	William de Brewos	1
Ia Bere	Robert de Penres	1
Ia Bere	John Iweyn	1
Ia Bere	Devyd de Ia Bere	1
Ia Bere	Robert Knoyl	1
Gower	Roilly	2
Gower	Peter Knoyl	3
Gower	Ostrem	1
Gower	William Knoyl	2
Gower	Richard Hakelute	1
Gower	William de Brewos	2
Gower	Robert de Penres	2
Gower	John Iweyn	3
Gower	Devyd de Ia Bere	1
Gower	Robert Knoyl	2
Roilly	Peter Knoyl	2
Roilly	Ostrem	1
Roilly	William Knoyl	2
Roilly	Richard Hakelute	1
Roilly	William de Brewos	2
Roilly	Robert de Penres	2
Roilly	John Iweyn	2
Roilly	Devyd de Ia Bere	1
Roilly	Robert Knoyl	1
Peter Knoyl	Ostrem	2
Peter Knoyl	William Knoyl	2
Peter Knoyl	Richard Hakelute	1
Peter Knoyl	William de Brewos	3
Peter Knoyl	Robert de Penres	3
Peter Knoyl	John Iweyn	4
Peter Knoyl	Devyd de Ia Bere	1
Peter Knoyl	Robert Knoyl	2
Ostrem	William Knoyl	1
Ostrem	Richard Hakelute	1
Ostrem	William de Brewos	2
Ostrem	Robert de Penres	2
Ostrem	John Iweyn	2
Ostrem	Devyd de Ia Bere	1
Ostrem	Robert Knoyl	1
William Knoyl	Richard Hakelute	1
William Knoyl	William de Brewos	2
William Knoyl	Robert de Penres	2
William Knoyl	John Iweyn	2
William Knoyl	Devyd de Ia Bere	1
William Knoyl	Robert Knoyl	1
Richard Hakelute	William de Brewos	1
Richard Hakelute	Robert de Penres	1
Richard Hakelute	John Iweyn	1
Richard Hakelute	Devyd de Ia Bere	1
Richard Hakelute	Robert Knoyl	1
William de Brewos	Robert de Penres	3
William de Brewos	John Iweyn	3
William de Brewos	Devyd de Ia Bere	1
William de Brewos	Robert Knoyl	1
Robert de Penres	John Iweyn	3
Robert de Penres	Devyd de Ia Bere	1
Robert de Penres	Robert Knoyl	1
John Iweyn	Devyd de Ia Bere	1
John Iweyn	Robert Knoyl	2
Devyd de Ia Bere	Robert Knoyl	1
Weston	the castle of Sweynes'	1
Weston	Elias de Roilly	1
Weston	Sweynes	2
Weston	Robert de Weston	2
Weston	William de Brewos	1
Weston	John Russel	1
Weston	Brember	1
Weston	Gower	2
Weston	Peter Knoyl	2
Weston	Morgan	1
Weston	the burgesses of the town of Sweynes	1
Weston	Sengilton	1
Weston	Robert de Penres	1
Weston	Roilly	1
Weston	Penres	1
Weston	Brewos	1
Weston	Thomas Cothgh	1
Weston	William Knoyl	1
Weston	John Iweyn	2
Weston	Robert Donnyng	2
the castle of Sweynes'	Elias de Roilly	1
the castle of Sweynes'	Sweynes	1
the castle of Sweynes'	Robert de Weston	1
the castle of Sweynes'	William de Brewos	1
the castle of Sweynes'	John Russel	1
the castle of Sweynes'	Brember	1
the castle of Sweynes'	Gower	1
the castle of Sweynes'	Peter Knoyl	1
the castle of Sweynes'	Morgan	1
the castle of Sweynes'	the burgesses of the town of Sweynes	1
the castle of Sweynes'	Sengilton	1
the castle of Sweynes'	Robert de Penres	1
the castle of Sweynes'	Roilly	1
the castle of Sweynes'	Penres	1
the castle of Sweynes'	Brewos	1
the castle of Sweynes'	Thomas Cothgh	1
the castle of Sweynes'	William Knoyl	1
the castle of Sweynes'	John Iweyn	1
the castle of Sweynes'	Robert Donnyng	1
Elias de Roilly	Sweynes	1
Elias de Roilly	Robert de Weston	1
Elias de Roilly	William de Brewos	1
Elias de Roilly	John Russel	1
Elias de Roilly	Brember	1
Elias de Roilly	Gower	1
Elias de Roilly	Peter Knoyl	1
Elias de Roilly	Morgan	1
Elias de Roilly	the burgesses of the town of Sweynes	1
Elias de Roilly	Sengilton	1
Elias de Roilly	Robert de Penres	1
Elias de Roilly	Roilly	1
Elias de Roilly	Penres	1
Elias de Roilly	Brewos	1
Elias de Roilly	Thomas Cothgh	1
Elias de Roilly	William Knoyl	1
Elias de Roilly	John Iweyn	1
Elias de Roilly	Robert Donnyng	1
Sweynes	Robert de Weston	2
Sweynes	William de Brewos	1
Sweynes	John Russel	1
Sweynes	Brember	1
Sweynes	Gower	2
Sweynes	Peter Knoyl	2
Sweynes	Morgan	1
Sweynes	the burgesses of the town of Sweynes	1
Sweynes	Sengilton	1
Sweynes	Robert de Penres	1
Sweynes	Roilly	1
Sweynes	Penres	1
Sweynes	Brewos	1
Sweynes	Thomas Cothgh	1
Sweynes	William Knoyl	1
Sweynes	John Iweyn	3
Sweynes	Robert Donnyng	2
Robert de Weston	William de Brewos	1
Robert de Weston	John Russel	1
Robert de Weston	Brember	1
Robert de Weston	Gower	2
Robert de Weston	Peter Knoyl	2
Robert de Weston	Morgan	1
Robert de Weston	the burgesses of the town of Sweynes	1
Robert de Weston	Sengilton	1
Robert de Weston	Robert de Penres	1
Robert de Weston	Roilly	1
Robert de Weston	Penres	1
Robert de Weston	Brewos	1
Robert de Weston	Thomas Cothgh	1
Robert de Weston	William Knoyl	1
Robert de Weston	John Iweyn	2
Robert de Weston	Robert Donnyng	2
William de Brewos	John Russel	1
William de Brewos	Morgan	1
William de Brewos	the burgesses of the town of Sweynes	1
William de Brewos	Sengilton	1
William de Brewos	Thomas Cothgh	1
William de Brewos	Robert Donnyng	1
John Russel	Brember	1
John Russel	Gower	1
John Russel	Peter Knoyl	1
John Russel	Morgan	1
John Russel	the burgesses of the town of Sweynes	1
John Russel	Sengilton	1
John Russel	Robert de Penres	1
John Russel	Roilly	1
John Russel	Penres	1
John Russel	Brewos	1
John Russel	Thomas Cothgh	1
John Russel	William Knoyl	1
John Russel	John Iweyn	1
John Russel	Robert Donnyng	1
Brember	Morgan	1
Brember	the burgesses of the town of Sweynes	1
Brember	Sengilton	1
Brember	Thomas Cothgh	1
Brember	Robert Donnyng	1
Gower	Morgan	1
Gower	the burgesses of the town of Sweynes	1
Gower	Sengilton	1
Gower	Thomas Cothgh	1
Gower	Robert Donnyng	2
Peter Knoyl	Morgan	1
Peter Knoyl	the burgesses of the town of Sweynes	1
Peter Knoyl	Sengilton	1
Peter Knoyl	Thomas Cothgh	1
Peter Knoyl	Robert Donnyng	2
Morgan	the burgesses of the town of Sweynes	1
Morgan	Sengilton	1
Morgan	Robert de Penres	1
Morgan	Roilly	1
Morgan	Penres	1
Morgan	Brewos	1
Morgan	Thomas Cothgh	1
Morgan	William Knoyl	1
Morgan	John Iweyn	1
Morgan	Robert Donnyng	1
the burgesses of the town of Sweynes	Sengilton	1
the burgesses of the town of Sweynes	Robert de Penres	1
the burgesses of the town of Sweynes	Roilly	1
the burgesses of the town of Sweynes	Penres	1
the burgesses of the town of Sweynes	Brewos	1
the burgesses of the town of Sweynes	Thomas Cothgh	1
the burgesses of the town of Sweynes	William Knoyl	1
the burgesses of the town of Sweynes	John Iweyn	1
the burgesses of the town of Sweynes	Robert Donnyng	1
Sengilton	Robert de Penres	1
Sengilton	Roilly	1
Sengilton	Penres	1
Sengilton	Brewos	1
Sengilton	Thomas Cothgh	1
Sengilton	William Knoyl	1
Sengilton	John Iweyn	1
Sengilton	Robert Donnyng	1
Robert de Penres	Thomas Cothgh	1
Robert de Penres	Robert Donnyng	1
Roilly	Thomas Cothgh	1
Roilly	Robert Donnyng	1
Penres	Thomas Cothgh	1
Penres	Robert Donnyng	1
Brewos	Thomas Cothgh	1
Brewos	Robert Donnyng	1
Thomas Cothgh	William Knoyl	1
Thomas Cothgh	John Iweyn	1
Thomas Cothgh	Robert Donnyng	1
William Knoyl	Robert Donnyng	1
John Iweyn	Robert Donnyng	2
Adam	Richard Swinfield	2
Adam	dean and chapter of Hereford	2
Adam	Thame	1
Richard Swinfield	Thame	1
dean and chapter of Hereford	Thame	1
Adam	Hereford	1
Adam	Vienne	1
Adam	William Maldon	1
Adam	Evesham	1
Adam	the king's treasurer	1
Adam	Pope Clement V	1
Hereford	Vienne	1
Hereford	William Maldon	1
Hereford	Evesham	1
Hereford	the king's treasurer	1
Hereford	Pope Clement V	2
dean and chapter of Hereford	Vienne	1
dean and chapter of Hereford	William Maldon	1
dean and chapter of Hereford	Evesham	1
dean and chapter of Hereford	the king's treasurer	1
dean and chapter of Hereford	Pope Clement V	2
Vienne	William Maldon	1
Vienne	Richard Swinfield	1
Vienne	Evesham	1
Vienne	the king's treasurer	1
Vienne	Pope Clement V	1
William Maldon	Richard Swinfield	1
William Maldon	Evesham	1
William Maldon	the king's treasurer	1
William Maldon	Pope Clement V	1
Richard Swinfield	Evesham	1
Richard Swinfield	the king's treasurer	1
Richard Swinfield	Pope Clement V	2
Evesham	the king's treasurer	1
Evesham	Pope Clement V	1
the king's treasurer	Pope Clement V	1
Hereford	Bartholomew de Badelesmere	1
Hereford	Badelesmere	1
Hereford	Highbury, near London	1
Hereford	their own messengers	1
Hereford	the abbot and convent of Wigmore	1
Hereford	Adam Orleton	2
Hereford	the messengers of dominus Bartholomew	1
Hereford	Salop	2
Hereford	Wiggemore	2
dean and chapter of Hereford	Bartholomew de Badelesmere	1
dean and chapter of Hereford	Badelesmere	1
dean and chapter of Hereford	Highbury, near London	1
dean and chapter of Hereford	their own messengers	1
dean and chapter of Hereford	the abbot and convent of Wigmore	1
dean and chapter of Hereford	Adam Orleton	2
dean and chapter of Hereford	the messengers of dominus Bartholomew	1
dean and chapter of Hereford	Salop	2
dean and chapter of Hereford	Wiggemore	2
Bartholomew de Badelesmere	Badelesmere	1
Bartholomew de Badelesmere	Highbury, near London	1
Bartholomew de Badelesmere	their own messengers	1
Bartholomew de Badelesmere	the abbot and convent of Wigmore	1
Bartholomew de Badelesmere	Adam Orleton	1
Bartholomew de Badelesmere	the messengers of dominus Bartholomew	1
Bartholomew de Badelesmere	Salop	1
Bartholomew de Badelesmere	Wiggemore	1
Badelesmere	Highbury, near London	1
Badelesmere	their own messengers	1
Badelesmere	the abbot and convent of Wigmore	1
Badelesmere	Adam Orleton	1
Badelesmere	the messengers of dominus Bartholomew	1
Badelesmere	Salop	1
Badelesmere	Wiggemore	1
Highbury, near London	their own messengers	1
Highbury, near London	the abbot and convent of Wigmore	1
Highbury, near London	Adam Orleton	1
Highbury, near London	the messengers of dominus Bartholomew	1
Highbury, near London	Salop	1
Highbury, near London	Wiggemore	1
their own messengers	the abbot and convent of Wigmore	1
their own messengers	Adam Orleton	1
their own messengers	the messengers of dominus Bartholomew	1
their own messengers	Salop	1
their own messengers	Wiggemore	1
the abbot and convent of Wigmore	Adam Orleton	1
the abbot and convent of Wigmore	the messengers of dominus Bartholomew	1
the abbot and convent of Wigmore	Salop	1
the abbot and convent of Wigmore	Wiggemore	1
Adam Orleton	the messengers of dominus Bartholomew	1
Adam Orleton	Salop	1
Adam Orleton	Wiggemore	1
the messengers of dominus Bartholomew	Salop	1
the messengers of dominus Bartholomew	Wiggemore	1
Salop	Wiggemore	1
chaplains	John	1
chaplains	William de Kyngescote	1
chaplains	Richard de Wykewane	1
chaplains	Hugh de Breusa	1
chaplains	Robert Winchelsey	1
chaplains	Canterbury	1
chaplains	William Vallet	1
chaplains	clerk of the diocese of Hereford 	1
chaplains	John Helle	1
chaplains	penitentiary of the church of Hereford	1
chaplains	Schorn	1
chaplains	Kyngescote	1
chaplains	John de Almalia	1
chaplains	Hereford	1
chaplains	Breusa	1
chaplains	John le Blak	1
chaplains	Almalia	1
chaplains	Nortone	1
chaplains	Wykewane	1
chaplains	Henry de Schorn	1
chaplains	Walter de Norton	1
chaplains	the chapter of the greater church of Hereford	1
John	William de Kyngescote	1
John	Richard de Wykewane	2
John	Hugh de Breusa	1
John	Robert Winchelsey	1
John	Canterbury	1
John	William Vallet	1
John	clerk of the diocese of Hereford 	1
John	John Helle	1
John	penitentiary of the church of Hereford	1
John	Schorn	1
John	Kyngescote	1
John	John de Almalia	1
John	Hereford	4
John	Breusa	1
John	John le Blak	1
John	Almalia	1
John	Nortone	1
John	Wykewane	2
John	Henry de Schorn	1
John	Walter de Norton	1
John	the chapter of the greater church of Hereford	1
William de Kyngescote	Richard de Wykewane	1
William de Kyngescote	Hugh de Breusa	1
William de Kyngescote	Robert Winchelsey	1
William de Kyngescote	Canterbury	1
William de Kyngescote	William Vallet	1
William de Kyngescote	clerk of the diocese of Hereford 	1
William de Kyngescote	John Helle	1
William de Kyngescote	penitentiary of the church of Hereford	1
William de Kyngescote	Schorn	1
William de Kyngescote	Kyngescote	1
William de Kyngescote	John de Almalia	1
William de Kyngescote	Hereford	1
William de Kyngescote	Breusa	1
William de Kyngescote	John le Blak	1
William de Kyngescote	Almalia	1
William de Kyngescote	Nortone	1
William de Kyngescote	Wykewane	1
William de Kyngescote	Henry de Schorn	1
William de Kyngescote	Walter de Norton	1
William de Kyngescote	the chapter of the greater church of Hereford	1
Richard de Wykewane	Hugh de Breusa	1
Richard de Wykewane	Robert Winchelsey	1
Richard de Wykewane	Canterbury	1
Richard de Wykewane	William Vallet	1
Richard de Wykewane	clerk of the diocese of Hereford 	1
Richard de Wykewane	John Helle	1
Richard de Wykewane	penitentiary of the church of Hereford	1
Richard de Wykewane	Schorn	1
Richard de Wykewane	Kyngescote	1
Richard de Wykewane	John de Almalia	1
Richard de Wykewane	Hereford	2
Richard de Wykewane	Breusa	1
Richard de Wykewane	John le Blak	1
Richard de Wykewane	Almalia	1
Richard de Wykewane	Nortone	1
Richard de Wykewane	Wykewane	2
Richard de Wykewane	Henry de Schorn	1
Richard de Wykewane	Walter de Norton	1
Richard de Wykewane	the chapter of the greater church of Hereford	1
Hugh de Breusa	Robert Winchelsey	1
Hugh de Breusa	Canterbury	1
Hugh de Breusa	William Vallet	1
Hugh de Breusa	clerk of the diocese of Hereford 	1
Hugh de Breusa	John Helle	1
Hugh de Breusa	penitentiary of the church of Hereford	1
Hugh de Breusa	Schorn	1
Hugh de Breusa	Kyngescote	1
Hugh de Breusa	John de Almalia	1
Hugh de Breusa	Hereford	1
Hugh de Breusa	Breusa	1
Hugh de Breusa	John le Blak	1
Hugh de Breusa	Almalia	1
Hugh de Breusa	Nortone	1
Hugh de Breusa	Wykewane	1
Hugh de Breusa	Henry de Schorn	1
Hugh de Breusa	Walter de Norton	1
Hugh de Breusa	the chapter of the greater church of Hereford	1
Robert Winchelsey	Canterbury	1
Robert Winchelsey	William Vallet	1
Robert Winchelsey	clerk of the diocese of Hereford 	1
Robert Winchelsey	John Helle	1
Robert Winchelsey	penitentiary of the church of Hereford	1
Robert Winchelsey	Schorn	1
