UUID	Document Number	QUOTE_TRANSCRIPTION	STD_PLACE_NAME	LAT	LNG	Place Type	Role	TAGS	COMMENTS
2ee77e6b-493b-4926-8bd4-ca4df8567a6a	HCM 2750	Hereford	Hereford	52.05684	-2.71482		Other		
87b23d11-38e9-4469-8893-210c5574762e	HCM 2751	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
1d0a7192-22dc-46fe-b7be-4d66057c200c	HCM 2751	Hereford	Hereford	52.05684	-2.71482		Other		
a7252a2a-4d65-488a-b5d4-96386cb01412	HCM 2779	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
86c5c6d0-c0c2-4093-8abe-2d53da6ca819	HCM 2779	Hereford	Hereford	52.05684	-2.71482		Other		
ce0760e7-58c0-47dc-bc5a-22d7dcdf9d5f	HCM 2870	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
bc562579-8e54-4afc-a3a5-858fb01d3507	HCM 2870	Hereford	Hereford	52.05684	-2.71482		Other		
5414fd32-389d-41fc-827d-b2ad7de9272e	HCM 2871	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
f0ab304f-a738-4b88-9b87-8125fa2cf8d5	HCM 2872	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
200d3592-5f35-451f-a0b7-059c4c951017	HCM 2872	Hereford	Hereford	52.05684	-2.71482		Other		
e74464d5-b5f3-4bf1-b55b-85f49ed3c1dc	HCM 2873	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
c4f47ac6-849e-4e37-a84f-43e12db14cfd	HCM 2873	Hereford	Hereford	52.05684	-2.71482		Other		
0b1b743a-e335-4c18-be10-aae273664ee0	HCM 2874	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
d09fad26-b35f-498b-b818-4bb3566a939e	HCM 2874	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
a61ece09-4b21-4562-87c1-c7353ed6916c	HCM 2874	Hereford	Hereford	52.05684	-2.71482		Other		
0c635666-a10f-4ba0-a156-d4ad7975231f	HCM 2875	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
bb69da86-cd82-47f9-94b0-94664c93fe04	HCM 2875	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
f40b1951-9b70-43a1-9db1-36bfae049fd5	HCM 2876	Hereford	Hereford	52.05684	-2.71482		Other		
8901cbb5-66c9-4e39-ab0c-0db059dc07be	HCM 2877	Hereford	Hereford	52.05684	-2.71482		Other		
97a7f0fd-8a29-4a3d-8de9-f3ecc2ab3c58	HCM 2878	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
57b3cc95-08b7-4b9e-bd31-0d6593ca96e0	HCM 2878	Hereford	Hereford	52.05684	-2.71482		Other		
c5113d94-fa14-4d46-9a8b-44a1c1e2279f	HCM 2879	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
052d1aef-f33e-45f3-a06d-79831f9f8eb3	HCM 2879	Hereford	Hereford	52.05684	-2.71482		Other		
0f97eeab-9442-4b49-a55f-02d9289cad4a	HCM 2880	Hereford	Hereford	52.05684	-2.71482		Other		
306aeaa3-5a4e-4480-8447-02fe306ce1ed	HCM 290	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
b0289caa-cf3a-4519-ac89-5e7e4a5f46b9	HCM 2947.G	Hereford	Hereford	52.05684	-2.71482		Other		
71ee3baa-4838-4f0f-ac25-3ac0e43e2101	HCM 2995	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
210de18f-e6b9-440e-82dd-d3cce008a252	HCM 2996	Hereford	Hereford	52.05684	-2.71482		Other		
44d779ad-f38f-4569-a00f-5288bef6a76a	HCM 3001	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
0c9b48a4-88ab-41d7-9343-34c5ee19898d	HCM 3001	Hereford	Hereford	52.05684	-2.71482		Other		
7ed501f6-3146-44a0-a69f-34a51b999585	HCM 3008	Hereford	Hereford	52.05684	-2.71482		Other		
7529cd10-c7ae-408a-bcbf-835f4d61e3ca	HCM 3155	Hereford	Hereford	52.05684	-2.71482		Other		
562233ee-ffc7-466f-b558-e9528cd8d70a	HCM 3162	Hereford	Hereford	52.05684	-2.71482		Other		
a37f6aa3-ddad-413f-85ad-4c13c99c613a	HCM 3165	Hereford	Hereford	52.05684	-2.71482		Other		
6fdf678c-0c0d-4a79-8198-67f97ffdce6e	HCM 3180	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
15e1723c-e579-4b18-8a51-33c0b29fa9f1	HCM 3180	Hereford	Hereford	52.05684	-2.71482		Other		
e572a02e-18ee-4843-b204-d42d16648089	HCM 3198	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
7dc0522f-c9ec-4539-8737-edd30caa89b6	HCM 3198	Hereford	Hereford	52.05684	-2.71482		Other		
fb28cdb6-c8b7-4aa0-86ea-ae1d60b94b47	HCM 352	Hereford	Hereford	52.05684	-2.71482		Other		
7a7f5129-0418-4b99-8667-84feedb81aca	HCM 405	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
f62ff91f-645a-47b0-a488-73616a26cb34	HCM 405	Hereford	Hereford	52.05684	-2.71482		Other		
003e3f0c-4b4b-4fca-bf79-7fc0d08c2e22	HCM 412	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
13252784-70a0-45c7-ae6d-f763120fd7f8	HCM 412	Hereford	Hereford	52.05684	-2.71482		Other		
f131d787-ded9-432b-95cf-04daad83b374	HCM 432	Hereford	Hereford	52.05684	-2.71482		Other		
238af10a-4b7b-4468-9e2e-9a171fde827d	HCM 469	Hereford	Hereford	52.05684	-2.71482		Other		
61009e50-cbb3-4ab4-9d04-ea2d1aaaa51b	HCM 597	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
d1fa24e5-d0a7-45d1-a996-eb18184a59cc	HCM 608	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
cf8fbbe4-64e5-4631-b9de-dddadd7c3d88	HCM 608	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
f865d080-8959-4b20-9904-f9521eb84908	HCM 609	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
e043fd6f-66fe-4b2f-b41f-66258e8fe5f9	HCM 623	Hereford	Hereford	52.05684	-2.71482		Other		
cbf8212f-e0d1-4391-a789-c284a57ca2b5	HCM 63	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
f498a60f-8b81-43b4-8d53-173d8e541661	HCM 63	Hereford	Hereford	52.05684	-2.71482		Other		
82c9edc8-6b6a-470b-96f3-73d70581ad0a	HCM 661	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
69b474db-5952-41aa-9daf-326ee90b925a	HCM 661	Hereford	Hereford	52.05684	-2.71482		Other		
d441bfda-91cd-4ff9-8ca1-106ba99be1ca	HCM 681	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
c9315f0b-c129-4cd8-91c8-418d46126708	HCM 700	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
aa462b84-5d22-45b1-8066-2958173dd50d	HCM 700	Hereford	Hereford	52.05684	-2.71482		Other		
9b907822-bdd8-43b3-b449-e47a6ce97bf7	HCM 715	Hereford	Hereford	52.05684	-2.71482		Other		
7d4d72fa-fc4c-409a-9f0c-2394e6cad6af	HCM 746	Hereford	Hereford	52.05684	-2.71482		Other		
102f1c0a-b148-4ea5-a33b-50ae0a44eab6	HCM 755	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
a6f350aa-9a93-4b7c-b434-9fac2fb237b2	HCM 755	Hereford	Hereford	52.05684	-2.71482		Other		
d2dde273-e9e0-4b5a-a930-a1a945a67f55	HCM 758	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
cc5b2472-38b9-4afb-843a-8666b1aa64c1	HCM 758	Hereford	Hereford	52.05684	-2.71482		Other		
41cd5e60-568f-46cf-b23c-60e20da7a382	HCM 773	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
bca77b7a-3976-4d7d-a969-05d95f2c6879	HCM 773	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
36a28a32-0d14-41c6-b16c-356c9f248e60	HCM 773	Hereford	Hereford	52.05684	-2.71482		Other		
4bddbafd-1384-4c4c-b6e9-4e565ce1b895	HCM 90	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
d5ffe6af-6199-403e-a193-0591753b7978	HCM 90	Hereford	Hereford	52.05684	-2.71482		Other		
bec76763-871b-45d9-8a7f-66be9f368c4d	HCM 946	Hereford	Hereford	52.05684	-2.71482		Given at	Given at	
8ba4d6c3-75b5-4010-a988-9b9c0b425b92	HCM 946	Hereford	Hereford	52.05684	-2.71482		Nominative	Nominative	
e5fadd51-11bb-4edc-a760-15706172263b	HCM 773	Hereford beyond the Wye					Other		"is this the name of a Hereford suburb, i.e. ""the part of suburban Hereford that lies on the other side of the River Wye""?"
a101091e-47bc-4152-991b-5b7961d1aa19	HCM 3001	Hereford cathedral	Hereford	52.05684	-2.71482		Other	Building	
6bef0366-bb91-4bcd-afec-95d1b78b5ab2	HCM 559	Heye					Nominative	Nominative	
743ea7a1-472c-46a6-a0f0-7e17e628a33e	HCM 196	high street	Aldgate Street			Street	Other	Street	
1954b2f3-c396-457d-bb82-442d481a06dc	HCM 746	high street near the church of St. Peter				Street	Other	Street	
de3b96e6-b8ba-40f9-a718-70c5e42883cd	HCM 186	highway	Alaska Highway			Street	Other	Street	
6daf1997-8760-4cc0-880e-2f1a84a08c0d	HCM 1621	Hingham	Hingham	52.57969	0.98422		Nominative	Nominative	
b65c570b-ec20-41db-bb27-4a65bef9b4d4	HCM 593	Ho'tone					Nominative	Nominative	
084b88b4-baa9-48dd-bec4-2f287c5217e4	HCM 1264	Hoggesshawe					Nominative	Nominative	
437350b0-29b8-44d2-9232-00f3a4b770fe	HCM 1265	Hoggesshawe					Nominative	Nominative	
bd5b19c9-4a22-4d07-bc93-9144f117f882	HCM 1281	Hoggesshawe					Nominative	Nominative	
67e47ab6-e44b-423c-ba5c-b565a1c57ca3	HCM 559	Holeford					Nominative	Nominative	
4f92065d-b432-44ac-a666-7190da033d79	HCM 2151	Holemare					Other		Church of Holemare
17d5c853-1b03-40d2-b054-2b3c095d161f	HCM 2717	Holy Land	Israel	31.4468021	35.00771234		Other		
72d195c2-4112-4b7c-a384-bc38d3a703b8	HCM 1247	Homptone					Given at	Given at	
cce947a1-3282-479d-820d-1aec56619643	HCM 1247	Homptone					Nominative	Nominative	
18ba66d3-799e-486c-907e-021dff9f20d1	HCM 1247	Homptone				Landmark	Other	Landmark	
ef2fa2ed-4fbd-437a-95b3-1f7b8f9741ff	HCM 1975	Homptone					Nominative	Nominative	
6debe97b-fe51-433b-b15c-738c17162fa4	HCM 1975	Homptone					Other		
b993874d-2bef-4743-bbff-3457e3dcbc5b	HCM 174	Hope	Hope	49.38299	-121.44144		Nominative	Nominative	
0cf61566-bda2-4b41-a718-e98482fa8679	HCM 1658a	hospital of St. Catherine					Other	Building	
91e210b0-5809-4675-8449-1c5f601ab97c	HCM 2880	houses				Property	Other	Property	
c6a669dc-fd0e-4c21-af4b-3420f6ead913	HCM 2779	Hundertone					Other		
c1b7b832-df4b-4720-9110-bebe9a10a84c	HCM 119	Hungr				Street	Other	Street	
805e42cb-f2a0-4a1d-8dea-08b5187603e1	HCM 1621	Hunteleye					Nominative	Nominative	
a027aa40-c484-4dcd-b716-fba0875e48cc	HCM 3180	Hynnetone	Hinton	51.48972	-2.38472		Other		
cbc0ce81-4841-4e2c-9f7f-4632760de945	HCM 1311	Ia Bere					Nominative	Nominative	
4a955888-ce80-4514-b8b2-27311117bc29	HCM 559	Inggefeld					Other		
a5ef93b1-f36c-4a47-bf57-5af41e4e09cf	HCM 209	Ipr					Nominative	Nominative	
b5359d40-f1f3-4f90-b023-e8701d30c553	HCM 2597	Ireland	Ireland				Other		
bc7a6f85-43ad-4a20-b40d-4d59b9997e5e	HCM 2598	Ireland	Ireland				Other		
10473fab-6512-4890-84f6-b12cb83ebf95	HCM 2599	Ireland	Ireland				Other		
94a3c58a-0214-45f4-83c2-dccfdd533715	HCM 2600	Ireland	Ireland				Other		
7cc4031c-1348-4716-a66a-0f46ab5674ed	HCM 2717	Ireland	Ireland				Other		
acda2f99-8fba-4738-972b-2cc8221e56c6	HCM 2721	Ireland	Ireland				Other		
a6563ab7-a02d-4f16-a75f-9a41b6580353	HCM 2722	Ireland	Ireland				Other		
7ffe0e69-f32c-4e30-9867-70e346314f7f	HCM 2723	Ireland	Ireland				Other		
32847f45-4498-4369-bc87-3732369c34c9	HCM 1505	Kedewelly					Nominative	Nominative	
0789c459-e894-4e6e-a2a5-c50e76a3be7c	HCM 1505	Kedewelly					Other		
ebd101f2-d66e-42fd-b3ee-1e529ae0f290	HCM 1504	Kedwell					Nominative	Nominative	
0d45cf91-d123-4f03-b562-0031b6e37691	HCM 1506	Kedwely	Kidwelly	51.73639	-4.30333		Other		
e7c02c1a-c599-41cb-aa91-0e6508993f74	HCM 1768	Kelthiuleag' and Penuedou in Gower					Other		
367bed3f-f4a5-44c5-ae6b-09173b40331c	HCM 1005	Kemeseye					Nominative	Nominative	
44b20ca5-3134-4da9-a9d2-526e7d50e18e	HCM 2159	Kemeseye					Nominative	Nominative	
edc14413-b8c5-40d5-bd61-090a9f484da6	HCM 608	Kemesinge					Nominative	Nominative	
f8cacbcd-961b-4f94-a473-2901f1668512	HCM 608	Kemesynge					Nominative	Nominative	
13d420d3-a822-4935-ad1d-210fe36d7dc0	HCM 1504	Kermerdyn					Other		
912fecc1-bcd8-4980-8ea2-a68d810ac536	HCM 1505	Kermerdyn					Given at	Given at	
95d9e547-8a54-46e8-9488-88d19686f1ca	HCM 1505	Kermerdyn					Nominative	Nominative	
09c8e5d3-8af0-476e-9588-d565f23c42f6	HCM 1505	Kermerdyn					Other		
c6f4453b-9fae-4b6f-854a-6187be69029a	HCM 1506	Kermerdyn					Other		
aeb3388c-3c40-47c2-8eca-b64c0ee65b02	HCM 2217	Keyrlyon					Nominative	Nominative	
cbe3d094-a784-499e-89c8-42333b8a5901	HCM 758	Knapeton'					Nominative	Nominative	
99ede5f9-de00-4ade-9cc3-34889346a49c	HCM 700	Knyhtemorefeld					Other		
63a91ffa-2852-4d71-af90-86e2b63712f8	HCM 1523	Kylthyuleaug					Other		
c76b029f-92c9-4d22-9fdc-bcea37d2784f	HCM 1417	Kyngescote					Nominative	Nominative	
5e43aea5-13af-40fb-b881-8dcb4550bb1d	HCM 1169	Kyngeston					Nominative	Nominative	Kingston St Mary in Somerset?
9ff7ffc7-bca9-4012-9d98-ffa8fb293646	HCM 2996	la Bache					Nominative	Nominative	
1878d0ba-d228-4812-9a0b-4616ec0b2c71	HCM 1264	la Barewe					Nominative	Nominative	
51a87ace-416e-4d29-bcb3-72f31a107c30	HCM 1265	la Barewe					Nominative	Nominative	
97fabaac-9984-440f-84d2-1712bd9f27fe	HCM 1281	la Barewe					Nominative	Nominative	
c83bddb5-821c-4357-a171-8ac4e6d15cc0	HCM 2669	la Barewe					Nominative	Nominative	
d0116efe-5d14-47c4-a7ad-52d7c3a1f546	HCM 608	la Barewe					Nominative	Nominative	
327b5fae-e150-4764-818d-2d415b4bd3fd	HCM 1489	la Barre	La Barre-de-Monts	46.88059	-2.12168		Nominative	Nominative	
3ad1b175-5a74-4a27-af2f-76e9cd9165f6	HCM 174	la Barre					Nominative	Nominative	
932d1d49-e64b-4555-8e92-1275eab4ec8c	HCM 1974	la Barre	La Barre-de-Monts	46.88059	-2.12168		Nominative	Nominative	
88e06c9e-43e9-4858-92b4-550cc319cfdc	HCM 2874	la Barre	La Barre-de-Monts	46.88059	-2.12168		Nominative	Nominative	
dfb23ca4-3ea1-4d2f-aee2-e7b3654f1778	HCM 608	la Berne	Engehalbinsel|Bern|*Brenodunum, Engehalbinsel, Bern|amphitheatre, Bern|thermes, Bern|Bern	46.983598	7.449678		Nominative	Nominative	
e6c17f0b-178c-4168-81a9-510453ad9ee7	HCM 181	la Borcote					Nominative	Nominative	
ef2d3764-8f25-4708-8e03-aeb20f900a7c	HCM 1503	la Boxe					Nominative	Nominative	
5d0d446e-baff-480f-9c35-50ec47c8659f	HCM 2072	la Doune					Nominative	Nominative	
4218eb6c-3040-4800-8464-7c4769edad37	HCM 1247	la Felde					Nominative	Nominative	
7ff0384f-a327-42ac-b32e-84f89157013e	HCM 608	la Felde					Nominative	Nominative	
4dc4c72b-0f45-48e6-a6a9-6cb68a29a50a	HCM 2096	La haye	La Haye-Malherbe	49.22553	1.06774		Nominative	Nominative	
77078b88-8932-4ea9-9030-4afb2779c93f	HCM 608	la Hulle					Nominative	Nominative	
c58467f8-d956-4660-b2c7-b69e5cbb6dbf	HCM 196	la Lastres					Nominative	Nominative	
4742c799-9a95-4157-94c2-101f907a3221	HCM 946	la lowe					Nominative	Nominative	
e2f0aaaa-7adc-495b-8e90-3ad2135142b8	HCM 1768	La Mar’	Catia La Mar	10.60383	-67.03034		Nominative	Nominative	
022863f5-6997-4c9c-8048-8f08d82aa2ed	HCM 589	la More	Uruk/Orchoe/Erech/Orikut|Uruk/Orchoe/Erech/Orikut, Warka	31.32216	45.63782		Nominative	Nominative	
3591dd37-b959-4e8e-98b8-d87b0ef950eb	HCM 1504	Landesteffan					Nominative	Nominative	
6581adaa-cee5-46b6-bc6d-d4924934ea66	HCM 1505	Landesteffan					Other		
5c6e1628-5445-439d-8e3b-89a3c1eb5d67	HCM 150	land formerly of Cecilia de Badesshawe				Property	Other	Property	
847920ca-29ed-4c8a-babf-d20856f9255d	HCM 150	land formerly of Luke de Bergeueni,				Property	Other	Property	
a363998c-c619-469b-8716-6a241d0919d3	HCM 201	land of David de Rotherwas				Property	Other	Property	
adbb659f-81ce-4f93-acaa-ab86673813d3	HCM 196	land of dominus Hugh the wheel-wright				Property	Other	Property	
919c76b5-76df-41e6-9c05-206f599765d8	HCM 201	land of dominus Walter Oghwelman				Property	Other	Property	
ee3295d1-e0fb-4860-aa87-c31021a7949e	HCM 196	land of grantor				Property	Other	Property	
40db4e01-10d6-4a8c-85dc-847986701ad9	HCM 63	land of John de Kemeseye				Property	Other	Property	
58a3dcae-1710-408c-9a4d-8d45c18f1617	HCM 174	land of John de la Barwe				Property	Other	Property	
7098356f-87b9-4b74-8af9-cab931616ef1	HCM 186	land of John le Chapmon				Property	Other	Property	
bc68032b-5c4e-4ebe-ad3a-dabb1665abee	HCM 119	land of John le Werour				Property	Other	Property	
96d83fee-eb06-4b0e-9cad-2e8a4961059a	HCM 174	land of John le Werour				Property	Other	Property	
4112ca64-c909-46a8-a856-bfcfe9688376	HCM 186	land of John le Werour				Property	Other	Property	
4b9c1f73-a7a5-4557-b387-e5f375a77e17	HCM 2876	land of John Pride				Property	Other	Property	
590829d8-09f8-4d95-bab2-4c698172ca25	HCM 186	land of Nicholas le Barbour				Property	Other	Property	
5e828f6e-62cd-4ac6-8297-1883063152ae	HCM 2876	land of the grantee				Property	Other	Property	
870dc2ad-2d40-4f1c-bd9b-b52863f4ea2c	HCM 150	land of the parson of St. Nicholas in Hereford				Property	Other	Property	
46fb17e0-b449-4cf0-a11e-7a4c53b48f78	HCM 119	land of the said Hugh				Property	Other	Property	
95b85a6a-4e67-4ba2-b48c-876c95ec1a59	HCM 2876	land of the said Thomas				Property	Other	Property	
e7669b08-2497-4dcb-89bb-beaff8d989d3	HCM 2876	land of Thomas Thoubaud				Property	Other	Property	
69d20d0f-33dc-45bc-83f1-63e18cd5bef8	HCM 174	land of Walter the fisherman				Property	Other	Property	
91978a69-2aa9-41ab-a079-e07a0cdbf749	HCM 2260	Langele					Given at	Given at	
bc38ce91-5787-45a4-9ebd-3804ec5d02c3	HCM 623	Lank'					Given at	Given at	
62f8fd4d-36ef-40ae-a896-03b92ac317d6	HCM 1506	Lanleweny					Other		
5e50a05a-3496-40a4-9e98-c5f8c4759134	HCM 1506	Lantefey					Other		
8a33cc64-9fd4-4429-91db-16da365b3d5f	HCM 1506	Lanteylau Vaur					Other		
fb61f5fd-e019-4f5c-9b32-2280c71a3906	HCM 1169	Lanthon					Given at	Given at	
0b7b9f4b-73dd-4b6c-a855-0f0ac3dfe682	HCM 2676	Lanthony Prima in Wales					Other		
94fa18a2-2576-42b7-a3b2-ea8350216b27	HCM 1264	Lanton	Lanton	44.70478	-1.03562		Nominative	Nominative	
d5511625-037e-4350-b30e-ab4976258df3	HCM 1265	Lanton	Lanton	44.70478	-1.03562		Nominative	Nominative	
408e69d1-fae7-4cc1-8785-fa689d23e6a5	HCM 1281	Lanton	Lanton	44.70478	-1.03562		Nominative	Nominative	
533d1c6d-bded-479f-9ed0-dea107bdb0c2	HCM 946	la Oldehulle					Nominative	Nominative	
d9813e0d-7ea4-42f5-989b-9abe3be2d4d8	HCM 2151	la Pipe					Other		Church of La Pipe
c92ceb4d-107b-419d-9ff5-0676009beb34	HCM 1918	la Pole					Nominative	Nominative	
07ff902a-55d7-4a89-9cb7-60e17f93f656	HCM 2096	la Pounde					Nominative	Nominative	
cf3157a3-f14b-49d2-8f83-a3f8c7d0a720	HCM 2873	la Pounde					Nominative	Nominative	
79ade5b0-4f52-43ae-ad5d-c3a1c9727bac	HCM 1621	Lassindon’					Nominative	Nominative	
0ccb1218-8d98-4f68-9248-a131b67a8f4e	HCM 589	la Stepple					Nominative	Nominative	
d72e458f-4d4b-410b-bb1a-ffd667ef842e	HCM 2246	La Suze	La Suze-sur-Sarthe	47.88753	0.02519		Other		
c7bd7d26-1407-4bd9-8b6c-f282fdf3ebe8	HCM 680	La Walle					Nominative	Nominative	
327b8a97-f8f0-4112-82ea-a80fd104fbea	HCM 1918	la Wode					Nominative	Nominative	
fd6e50ef-58e6-4743-9e60-caa4c65e041d	HCM 1734	Ledbury	Ledbury	52.03639	-2.42635		Given at	Given at	
9a2c48ab-a8f3-4918-a21c-eec6ba7763cb	HCM 1734	Ledbury	Ledbury	52.03639	-2.42635		Other		
c23f5003-e1e5-4d02-a5a8-add38698bbcb	HCM 1918	Ledbury	Ledbury	52.03639	-2.42635		Given at	Given at	
7957bf8e-56ec-427b-a55b-9559664e9136	HCM 1918	Ledbury	Ledbury	52.03639	-2.42635		Other		
8ce002e3-ff1c-4480-931f-84ffaa4e4f62	HCM 287	Ledbury	Ledbury	52.03639	-2.42635		Given at	Given at	
3899fdd2-f762-47ff-8341-511d71562dba	HCM 352	Ledbury	Ledbury	52.03639	-2.42635		Given at	Given at	
b76e387c-8361-4057-87c5-52d65515e51a	HCM 1658a	Ledebury	Ledbury	52.03639	-2.42635		Nominative	Nominative	
21394abc-ed82-4746-8485-d988e2bd988d	HCM 1734	Ledebury	Ledbury	52.03639	-2.42635		Other		
3e174694-be1c-4b21-ad52-b338c0ddfdaf	HCM 1751	Ledebury					Nominative	Nominative	
f8437318-bc53-40d0-9fad-062d12bd3ec6	HCM 1751	Ledebury					Other		
6d6006cc-5961-4db9-987f-6c838fe3c636	HCM 201	Ledebury	Ledbury	52.03639	-2.42635		Nominative	Nominative	
a4352285-46b8-4951-9d4e-1096dd5423dd	HCM 2096	Ledebury					Nominative	Nominative	
adb6f06e-4603-4dae-b495-aac7a1d8d2e1	HCM 209	Ledebury					Nominative	Nominative	
a390cdde-bbff-4f74-b5b4-76314b964db3	HCM 218	Ledebury					Nominative	Nominative	
c384ef5c-9a2b-434e-95a7-f44715075cf5	HCM 290	Ledebury					Nominative	Nominative	
acb9895d-9cf1-4906-b668-b527d148a283	HCM 700	Ledebury					Nominative	Nominative	
c7e65544-9d55-4e0e-b122-464e9b3627fb	HCM 290	Ledebury Forincec					Other		
59dd5df6-ac90-495d-a6c4-5e8bfcece9b4	HCM 2093	Ledecote					Nominative	Nominative	
dcaf2b8b-eafc-49c3-8e1e-148a044063ff	HCM 1247	le Hale					Nominative	Nominative	
4185f47b-f3ed-49e8-9d15-97d15e759081	HCM 1485	le Hale					Nominative	Nominative	
25eb69d4-76c3-497b-aedf-09266a489e93	HCM 1751	le Longemor					Other		Long Moor?
ced375e4-b3f9-4e81-9e20-52fe34b6e876	HCM 678	Lenhales					Nominative	Nominative	
a88a3cc5-b815-465e-b26a-db9bfc13f3c2	HCM 3162	Lichfield	Lichfield	52.68154	-1.82549		Other		
1c3332d2-3455-4699-80b9-da70bc56d626	HCM 1652	Lincoln	Lincoln	53.22683	-0.53792		Given at	Given at	
7befbc3c-030b-404d-95fd-efa8c6f3d339	HCM 1834	Lincoln	Lincoln	40.8	-96.66696		Nominative	Nominative	
30026846-af72-42e6-b546-75e34acd16ad	HCM 1851	Lincoln	Lincoln	-34.86649	-61.5302		Nominative	Nominative	
e264299f-0f24-4112-8d71-af299c080803	HCM 2597	Lincoln	Lincoln	53.22683	-0.53792		Other		
921d6173-6efd-456d-a9ee-d86228985b85	HCM 2598	Lincoln	Lincoln	53.22683	-0.53792		Other		
3ebb270b-33f4-4bbd-8063-99896e4d450f	HCM 2599	Lincoln	Lincoln	53.22683	-0.53792		Other		
a9c18520-4b13-4379-a76a-e1689314a1fd	HCM 2600	Lincoln	Lincoln	53.22683	-0.53792		Other		
94bf4e0d-e883-4a83-9c68-c7b0e1079a2e	HCM 2717	Lincoln	Lincoln	53.22683	-0.53792		Other		
15831cf2-d4fb-480a-a6e8-2479efd347e4	HCM 2721	Lincoln	Lincoln	53.22683	-0.53792		Other		
d6d88517-43a4-493f-8eab-4a91975233a8	HCM 2722	Lincoln	Lincoln	53.22683	-0.53792		Other		
64e392d0-c4e8-4212-9c86-4ddf0f4d6834	HCM 2723	Lincoln	Lincoln	53.22683	-0.53792		Other		
854e3536-717e-4aa2-af2b-34a270c47583	HCM 3155	Lincoln	Lincoln	53.22683	-0.53792		Other		
5cc2c978-2d10-4ac5-bf07-38647acccfef	HCM 1780	Llandaff	Llandaff (Wales)				Nominative	Nominative	
fe8e8b66-2d3d-4bfc-a8ea-580da77e2126	HCM 2159	Llandaff	Llandaff (Wales)				Nominative	Nominative	
a37af16e-7b2f-4485-b79a-34d8f963c23f	HCM 2217	Llandaff	Llandaff (Wales)				Nominative	Nominative	
b23aa1d7-91d9-40d2-8e6f-507aa55e3e22	HCM 623	Llandaff	Llandaff (Wales)				Given at	Given at	
e85d0459-3f68-4eb5-a823-6c8687b7a923	HCM 623	Llandaff	Llandaff (Wales)				Other		
76364b06-0afe-4896-b326-d3b51bb52bf9	HCM 1485	Lodelawe	Ludlow	52.37431	-2.71311		Nominative	Nominative	Ludlow
d72b0caf-1839-422c-b72d-bcb3d175be5d	HCM 378	Lodelawe					Given at	Given at	
127ace20-b457-4fd6-a62b-bc8ef3248644	HCM 1264	Logwardyn					Nominative	Nominative	
22c04b6f-6444-486e-a664-baaea5ecd6c5	HCM 1265	Logwardyn					Nominative	Nominative	
47c3617b-bcd1-4cc5-bb21-e51e65d91393	HCM 1281	Logwardyn					Nominative	Nominative	
b16eab65-81d7-4019-a03e-1c1e3e78c502	HCM 1035	London	London	42.98339	-81.23304		Given at	Given at	
7c245998-ba00-4ce0-b7b0-da1c2493bbe1	HCM 1368	London	London	42.98339	-81.23304		Other		
2383ee71-69e3-4f78-af2d-0eaa5caecccc	HCM 1439	London	London	51.50853	-0.12574		Given at	Given at	
87603ea4-31ef-4c54-8549-27c4c50820ed	HCM 1441	London	London	51.50853	-0.12574		Nominative	Nominative	
fa84fa49-c8d5-4548-90ed-2fd00f857c86	HCM 1442	London	London	51.50853	-0.12574		Nominative	Nominative	
9fc4aa2b-200c-4040-a5b3-34b85584b4f7	HCM 1442	London	London	51.50853	-0.12574		Other		
18adce38-6369-4cc9-9f97-7212fe7751a8	HCM 1503	London	London	42.98339	-81.23304		Given at	Given at	
